uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,family,nativeStatusCode,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,publicationDate,release
8cd32742-5c47-4dfe-9be7-2405563ac600,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A1,2019-07-04T14:41Z,NIWO_011.A1.2019-07-04T08:41-06:00[US/Mountain],6,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
919b752d-cc30-4b53-9847-525b2ded660e,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A1,2019-07-04T14:41Z,NIWO_011.A1.2019-07-04T08:41-06:00[US/Mountain],2,Y,RBNU,Sitta canadensis,species,Red-breasted Nuthatch,Sittidae,N,108,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
08cc1be1-ea43-4c26-af7e-c39d55df901b,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A1,2019-07-04T14:41Z,NIWO_011.A1.2019-07-04T08:41-06:00[US/Mountain],5,Y,AMRO,Turdus migratorius,species,American Robin,Turdidae,N,76,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
dc2bfa09-205d-49fc-93e4-043b907b37a3,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A1,2019-07-04T14:41Z,NIWO_011.A1.2019-07-04T08:41-06:00[US/Mountain],3,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
cb5309c2-4c05-4d49-82c7-74861a8e6507,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A1,2019-07-04T14:41Z,NIWO_011.A1.2019-07-04T08:41-06:00[US/Mountain],4,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
750d4374-95b3-44e0-9b53-fbda5d9dc9c7,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A1,2019-07-04T14:41Z,NIWO_011.A1.2019-07-04T08:41-06:00[US/Mountain],1,Y,OCWA,Oreothlypis celata,species,Orange-crowned Warbler,Parulidae,UNK,43,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
02a315a5-a356-437c-8e82-54dc00096ae3,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A1,2019-07-04T14:41Z,NIWO_011.A1.2019-07-04T08:41-06:00[US/Mountain],1,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,59,calling and singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
e0bd1ae7-c14d-4e2e-8135-859cc6a404ad,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A3,2019-07-09T11:23Z,NIWO_001.A3.2019-07-09T05:23-06:00[US/Mountain],4,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
59ba8bb1-1517-4b9d-8d6b-4f20e593802e,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A3,2019-07-09T11:23Z,NIWO_001.A3.2019-07-09T05:23-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,119,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
36f20700-2d77-418c-b366-d606391d14e1,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A3,2019-07-09T11:23Z,NIWO_001.A3.2019-07-09T05:23-06:00[US/Mountain],5,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,38,calling,Yes,Unknown,2,,LDERD,20201223T141931Z,RELEASE-2021
9016c9e4-6f0b-4026-a71d-75c3f06683ab,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A3,2019-07-09T11:23Z,NIWO_001.A3.2019-07-09T05:23-06:00[US/Mountain],1,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,61,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
cb59f033-23fb-4b44-917d-0ac75adb9e15,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A3,2019-07-09T11:23Z,NIWO_001.A3.2019-07-09T05:23-06:00[US/Mountain],2,Y,PISI,Spinus pinus,species,Pine Siskin,Fringillidae,N,74,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
cc7fc49e-8780-44e6-8c4d-dc9f3fe95849,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A3,2019-07-09T11:23Z,NIWO_001.A3.2019-07-09T05:23-06:00[US/Mountain],3,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
e51a4bb6-b9fc-4f12-a6c9-2dd2c3f880db,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A3,2019-07-09T11:23Z,NIWO_001.A3.2019-07-09T05:23-06:00[US/Mountain],6,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,91,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
9956d3db-274a-410d-9f5e-d5d7a145c593,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A2,2019-07-09T11:46Z,NIWO_001.A2.2019-07-09T05:46-06:00[US/Mountain],2,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,116,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
b7a1276f-044b-46b0-9aaf-14656543f82f,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A2,2019-07-09T11:46Z,NIWO_001.A2.2019-07-09T05:46-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,108,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
fdb8619f-ade4-49d1-a705-97d837c250f7,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A2,2019-07-09T11:46Z,NIWO_001.A2.2019-07-09T05:46-06:00[US/Mountain],1,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,39,calling and singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
1abe4bc3-36a3-4b15-a5ec-7e7cdbea6f12,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A2,2019-07-09T11:46Z,NIWO_001.A2.2019-07-09T05:46-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,105,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
170d439c-0138-403e-acf9-c649b79046de,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A2,2019-07-09T11:46Z,NIWO_001.A2.2019-07-09T05:46-06:00[US/Mountain],3,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,72,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
8341b605-5cc7-4ffc-8d7a-7560be943e9b,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A2,2019-07-09T11:46Z,NIWO_001.A2.2019-07-09T05:46-06:00[US/Mountain],6,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
b984d1e1-8300-4390-86f3-eb879352dbb2,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A2,2019-07-09T11:46Z,NIWO_001.A2.2019-07-09T05:46-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,89,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
148bd8bf-83c4-4260-aba8-84cb721962e5,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A2,2019-07-09T11:46Z,NIWO_001.A2.2019-07-09T05:46-06:00[US/Mountain],4,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,79,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
0356a68e-98f3-4c27-8cd3-879280943fbb,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A2,2019-07-09T11:46Z,NIWO_001.A2.2019-07-09T05:46-06:00[US/Mountain],5,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
61b66fb0-635f-472c-bcf2-ae4a9f0382f0,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],1,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,68,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
6de42b22-035e-4503-afbe-3d67c4c91533,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],2,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,75,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
5575206a-0c88-45f3-be63-52ff2616293c,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],4,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
cc9a9076-462e-43f8-9458-210b3ac2ed02,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,97,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
d44f9d9d-132e-435b-ba74-7b5c210a4f67,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],5,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
e085344b-5385-41f5-8048-f623e05273db,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,118,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
f5a6c923-a08e-4672-9c3e-c6f336c70907,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],6,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,56,calling and singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
df0d1da8-3da6-4ff5-bff7-4825ecb1b8ed,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],2,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,76,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
0c0d5cbd-478b-4921-937a-561c15c2a919,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,89,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
d62d3510-c0ab-4c1f-9f21-27d643a031df,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],3,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,27,calling,Yes,Unknown,2,,LDERD,20201223T141931Z,RELEASE-2021
eb6e1f12-d901-4460-b8de-023c755f8117,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,A1,2019-07-09T12:12Z,NIWO_001.A1.2019-07-09T06:12-06:00[US/Mountain],2,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,60,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
fd94ba71-c07a-4cbb-9697-5a1123ddb8bb,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],4,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,15,other aural (e.g. wing beats),Yes,Unknown,2,,LDERD,20201223T141931Z,RELEASE-2021
75d72717-7db1-4fca-aba8-f5fc889c7ab3,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],2,Y,HAWO,Picoides villosus,species,Hairy Woodpecker,Picidae,N,67,calling and singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
66abf69a-dbf8-4358-9d1c-c1a33e5e8643,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],6,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
0396bed1-8fde-4573-b4ea-b516c0472c28,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,67,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
5f115ff3-eba9-4e98-9cf5-3ade5fb46fc4,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],5,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,70,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
02a33bec-a2a4-4510-8bd6-74cf27f3e9f7,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],3,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,81,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
ab637546-85ab-4a77-8166-8604b689560e,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],3,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,121,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
7268f1a8-4932-4047-8234-eda11113fd87,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],2,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,102,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
2224278d-3357-4cfa-a396-62f9465c755c,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,59,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
25c97dbb-40fe-4280-b988-04fd4a74d156,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B1,2019-07-09T12:41Z,NIWO_001.B1.2019-07-09T06:41-06:00[US/Mountain],4,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,49,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
2006d3b3-9c94-4fea-99ec-9eae5543602e,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],1,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,66,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
9c0a986a-4bb2-4a78-8b99-d6b18929dac9,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],4,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,58,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
0cf6bdb0-519a-40fb-a299-153db26e7c1a,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,72,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
5d69146e-5113-4e25-8798-b596d717ae7f,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],2,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,119,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
3c71733a-6648-432d-b200-2d679f0256a9,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],5,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
9863c69f-b983-4e5b-9a77-c8d2a2598cd8,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,87,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
45823b64-a25d-4a09-b32c-b9891eabee21,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],6,Y,RBNU,Sitta canadensis,species,Red-breasted Nuthatch,Sittidae,N,64,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
e10df30f-407c-4925-a24b-ed20498cc4e5,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],3,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
e6fe8543-fc29-4eb0-bff3-e0a10a0e266d,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],1,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,70,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
12fa9710-9472-4456-97d8-fcf3268370f7,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C1,2019-07-09T13:08Z,NIWO_001.C1.2019-07-09T07:08-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,92,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
73f87d9e-fe35-4d29-b8e3-20ca2456513b,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B2,2019-07-09T13:35Z,NIWO_001.B2.2019-07-09T07:35-06:00[US/Mountain],6,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
18d31562-ff02-4a02-b8bb-6b23ef868225,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B2,2019-07-09T13:35Z,NIWO_001.B2.2019-07-09T07:35-06:00[US/Mountain],2,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,88,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
4676cd37-3e49-4e36-92e8-ee1a21ebfa16,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B2,2019-07-09T13:35Z,NIWO_001.B2.2019-07-09T07:35-06:00[US/Mountain],4,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
74014865-a751-4699-91dd-7ca9d95d04fe,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B2,2019-07-09T13:35Z,NIWO_001.B2.2019-07-09T07:35-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,126,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
085ed9f9-3625-4eca-a031-fa1b1554906a,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B2,2019-07-09T13:35Z,NIWO_001.B2.2019-07-09T07:35-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,110,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
90c613e5-0bb8-4549-92d2-0f0acff76129,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B2,2019-07-09T13:35Z,NIWO_001.B2.2019-07-09T07:35-06:00[US/Mountain],5,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
4f56383d-6a3e-4cc3-aa48-52f460fe3824,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B2,2019-07-09T13:35Z,NIWO_001.B2.2019-07-09T07:35-06:00[US/Mountain],3,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
97a3b436-c449-44d7-bed5-636c30604380,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C2,2019-07-09T13:54Z,NIWO_001.C2.2019-07-09T07:54-06:00[US/Mountain],2,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
4e75119a-ad7a-41d7-9eed-566a9d586f3c,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C2,2019-07-09T13:54Z,NIWO_001.C2.2019-07-09T07:54-06:00[US/Mountain],1,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,35,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
b2c22e2b-a4d6-4180-bb41-b6def3a7ae77,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C2,2019-07-09T13:54Z,NIWO_001.C2.2019-07-09T07:54-06:00[US/Mountain],5,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,84,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
b7e1c9b4-2e0e-4e69-afc3-9f133b73c626,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C2,2019-07-09T13:54Z,NIWO_001.C2.2019-07-09T07:54-06:00[US/Mountain],3,Y,BTHU,Selasphorus platycercus,species,Broad-tailed Hummingbird,Trochilidae,N,22,other aural (e.g. wing beats),Yes,Male,1,,LDERD,20201223T141931Z,RELEASE-2021
9f87c2ae-3904-43d8-be35-2767609e20f7,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C2,2019-07-09T13:54Z,NIWO_001.C2.2019-07-09T07:54-06:00[US/Mountain],4,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
78865d9a-9b45-44f6-8887-8a286260d1d7,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C2,2019-07-09T13:54Z,NIWO_001.C2.2019-07-09T07:54-06:00[US/Mountain],6,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,101,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
3bbc72ac-f7e4-449c-b614-b6c234814fad,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C3,2019-07-09T14:17Z,NIWO_001.C3.2019-07-09T08:17-06:00[US/Mountain],2,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,28,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
3d23f3e0-5008-4a29-9e33-a0477540629b,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C3,2019-07-09T14:17Z,NIWO_001.C3.2019-07-09T08:17-06:00[US/Mountain],1,Y,COFL,Empidonax occidentalis,species,Cordilleran Flycatcher,Tyrannidae,N,46,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
c612f1c6-fb46-4370-854f-d384dd6a5866,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C3,2019-07-09T14:17Z,NIWO_001.C3.2019-07-09T08:17-06:00[US/Mountain],3,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
680efac4-0b7d-44e7-bfff-01ec9bcafaf7,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C3,2019-07-09T14:17Z,NIWO_001.C3.2019-07-09T08:17-06:00[US/Mountain],6,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,75,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
26ef632f-7cfe-4b61-9343-87da9147f1df,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C3,2019-07-09T14:17Z,NIWO_001.C3.2019-07-09T08:17-06:00[US/Mountain],1,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,58,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
11ce095c-64b1-43fb-83be-7ed14f930cde,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C3,2019-07-09T14:17Z,NIWO_001.C3.2019-07-09T08:17-06:00[US/Mountain],5,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
0f15de0b-beb5-476e-8c56-598e627a9382,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,C3,2019-07-09T14:17Z,NIWO_001.C3.2019-07-09T08:17-06:00[US/Mountain],4,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,57,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
39f6adff-88b3-4a36-b298-780326241471,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B3,2019-07-09T14:41Z,NIWO_001.B3.2019-07-09T08:41-06:00[US/Mountain],6,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,46,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
dc6749e3-fb29-4369-bf5c-20d55e4cacfd,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B3,2019-07-09T14:41Z,NIWO_001.B3.2019-07-09T08:41-06:00[US/Mountain],4,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
9bfbac26-9b7e-43e0-98fc-a179571b9429,NIWO_001.birdGrid.brd,D13,NIWO,NIWO_001,distributed,B3,2019-07-09T14:41Z,NIWO_001.B3.2019-07-09T08:41-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,75,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
