uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,family,nativeStatusCode,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,publicationDate,release
47df1367-b6b4-4abe-9caf-776a77c4fbd4,NIWO_031.birdGrid.brd,D13,NIWO,NIWO_031,distributed,C3,2019-07-03T14:36Z,NIWO_031.C3.2019-07-03T08:36-06:00[US/Mountain],4,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,95,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
b3e6acf6-5416-4232-bcf8-5cd8815ae392,NIWO_031.birdGrid.brd,D13,NIWO,NIWO_031,distributed,C3,2019-07-03T14:36Z,NIWO_031.C3.2019-07-03T08:36-06:00[US/Mountain],6,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
2a392fd2-b932-4e21-8bc2-ecc70cf5660b,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B1,2019-07-04T11:26Z,NIWO_011.B1.2019-07-04T05:26-06:00[US/Mountain],3,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
e6c830a9-c31a-46c0-b75a-1d5c501ab36a,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B1,2019-07-04T11:26Z,NIWO_011.B1.2019-07-04T05:26-06:00[US/Mountain],2,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,31,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
c8ad125a-0250-4869-bdae-81a237458950,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B1,2019-07-04T11:26Z,NIWO_011.B1.2019-07-04T05:26-06:00[US/Mountain],4,Y,DUFL,Empidonax oberholseri,species,Dusky Flycatcher,Tyrannidae,N,70,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
c6be3428-71d5-4cfd-831e-da46478fd5a4,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B1,2019-07-04T11:26Z,NIWO_011.B1.2019-07-04T05:26-06:00[US/Mountain],2,Y,RBNU,Sitta canadensis,species,Red-breasted Nuthatch,Sittidae,N,102,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
91a4f5b0-ea2c-4e64-a49a-91c48ad59b2b,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B1,2019-07-04T11:26Z,NIWO_011.B1.2019-07-04T05:26-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,96,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
84fcd17d-53e6-44c7-b3e4-002dbeda541e,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B1,2019-07-04T11:26Z,NIWO_011.B1.2019-07-04T05:26-06:00[US/Mountain],6,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,42,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
774654e3-3ebd-4641-a115-c341fd106b78,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B1,2019-07-04T11:26Z,NIWO_011.B1.2019-07-04T05:26-06:00[US/Mountain],5,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,52,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
e504414a-7230-4853-b641-62db2a747deb,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C2,2019-07-04T11:54Z,NIWO_011.C2.2019-07-04T05:54-06:00[US/Mountain],1,Y,STJA,Cyanocitta stelleri,species,Steller's Jay,Corvidae,N,84,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
7cafeff3-7f90-4c5b-8e5e-0184a0d2605d,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C2,2019-07-04T11:54Z,NIWO_011.C2.2019-07-04T05:54-06:00[US/Mountain],1,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,61,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
fc5610bc-16e3-4348-a2f6-39c93c1dbce4,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C2,2019-07-04T11:54Z,NIWO_011.C2.2019-07-04T05:54-06:00[US/Mountain],2,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,94,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
3a2d737c-1b3a-4e2e-8980-d5ba88ef54e7,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C2,2019-07-04T11:54Z,NIWO_011.C2.2019-07-04T05:54-06:00[US/Mountain],3,Y,OCWA,Oreothlypis celata,species,Orange-crowned Warbler,Parulidae,UNK,68,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
c5e22ce7-21bb-4f02-8fdc-093fdf10c53d,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C2,2019-07-04T11:54Z,NIWO_011.C2.2019-07-04T05:54-06:00[US/Mountain],4,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
1ee1af1f-a6dc-4f3b-84f5-869e1ac75f69,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C2,2019-07-04T11:54Z,NIWO_011.C2.2019-07-04T05:54-06:00[US/Mountain],6,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,75,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
76770141-c9f5-43c9-a8a4-38ad8c2f3b9f,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C2,2019-07-04T11:54Z,NIWO_011.C2.2019-07-04T05:54-06:00[US/Mountain],5,Y,COFL,Empidonax occidentalis,species,Cordilleran Flycatcher,Tyrannidae,N,45,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
4cc7bf7b-347d-4269-a881-fd884571f8bc,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C1,2019-07-04T12:19Z,NIWO_011.C1.2019-07-04T06:19-06:00[US/Mountain],5,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
6b2a092b-29e4-49fe-9e0f-35737b6688b2,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C1,2019-07-04T12:19Z,NIWO_011.C1.2019-07-04T06:19-06:00[US/Mountain],2,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,67,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
80d5e5fa-2d9f-48fc-8c4b-e38ca5c826ef,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C1,2019-07-04T12:19Z,NIWO_011.C1.2019-07-04T06:19-06:00[US/Mountain],6,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,53,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
529a8162-e00a-4045-9f1c-be5ef1e8b46f,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C1,2019-07-04T12:19Z,NIWO_011.C1.2019-07-04T06:19-06:00[US/Mountain],4,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
24000079-81df-4b55-b6b9-6f61d79cf6f4,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C1,2019-07-04T12:19Z,NIWO_011.C1.2019-07-04T06:19-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,59,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
70bb9945-c8f5-40b0-9de6-af77b96e307c,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C1,2019-07-04T12:19Z,NIWO_011.C1.2019-07-04T06:19-06:00[US/Mountain],3,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,55,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
9e503753-db80-4f50-85e3-84c46c245245,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C1,2019-07-04T12:19Z,NIWO_011.C1.2019-07-04T06:19-06:00[US/Mountain],6,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,62,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
d77a0377-ca7b-4350-b6ca-5adfc837d9ab,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C1,2019-07-04T12:19Z,NIWO_011.C1.2019-07-04T06:19-06:00[US/Mountain],1,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,36,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
c3d677f9-6a23-4243-aeaf-88407ef37283,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C1,2019-07-04T12:19Z,NIWO_011.C1.2019-07-04T06:19-06:00[US/Mountain],2,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,81,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
401f203b-0f9f-4756-a089-07680377efad,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],1,Y,LISP,Melospiza lincolnii,species,Lincoln's Sparrow,Emberizidae,N,25,calling and singing,Yes,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
520c5b23-75df-476a-8b79-30443cb097b1,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],1,Y,AMCR,Corvus brachyrhynchos,species,American Crow,Corvidae,N,108,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
97bce686-7411-472f-85b9-353a234b2abf,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],2,Y,PISI,Spinus pinus,species,Pine Siskin,Fringillidae,N,46,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
74dc9dab-7cb1-4351-a9c2-8b7284a17689,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],3,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
3beb6249-0810-40d9-ad80-8a15fb005665,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,81,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
e8481086-1c8a-4aca-8410-e7cb195c4220,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],6,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
0e0f4582-0071-43b9-ac9a-109d4b4d6448,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],4,Y,BTHU,Selasphorus platycercus,species,Broad-tailed Hummingbird,Trochilidae,N,21,other aural (e.g. wing beats),No,Male,1,,LDERD,20201223T141931Z,RELEASE-2021
6ed2e1e2-9723-4000-b2d1-bcef1d6eb594,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],1,Y,LISP,Melospiza lincolnii,species,Lincoln's Sparrow,Emberizidae,N,66,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
b25c2ce4-c23d-464a-a500-4290d909775f,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],4,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,57,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
16671842-f971-496f-bc46-7e480f9da2be,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B2,2019-07-04T12:42Z,NIWO_011.B2.2019-07-04T06:42-06:00[US/Mountain],5,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
b07937e1-75d1-4af2-b3b7-5d63dd729669,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],3,Y,RBNU,Sitta canadensis,species,Red-breasted Nuthatch,Sittidae,N,102,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
ee540864-313c-46bd-9e86-b32f9f947175,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],1,Y,BRCR,Certhia americana,species,Brown Creeper,Certhiidae,N,24,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
4e88afa5-3ecd-4a92-8adf-b36a46981c86,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,75,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
fe30998b-bbaa-48f2-80d0-93fb074438af,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],2,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,104,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
83e0c483-cdb9-4344-8986-71a97166db59,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],5,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
c3de9dfc-0253-415c-aef6-6feba48b30fb,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],4,Y,BTHU,Selasphorus platycercus,species,Broad-tailed Hummingbird,Trochilidae,N,17,other aural (e.g. wing beats),Yes,Male,1,,LDERD,20201223T141931Z,RELEASE-2021
d3f6b099-9219-4514-88ad-9558afd661ed,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],6,Y,RECR,Loxia curvirostra,species,Red Crossbill,Fringillidae,N,58,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
d5619523-c46c-4231-9006-6b6111824f85,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,88,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
7d274b48-fd13-4bba-a56c-57c5ad700fd2,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],6,Y,RECR,Loxia curvirostra,species,Red Crossbill,Fringillidae,N,53,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
3648e74d-dc44-47b3-b4eb-d5b6e7c717bd,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],6,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,22,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
15d13497-d5f2-43e8-8b82-759dcf79cf27,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,C3,2019-07-04T13:04Z,NIWO_011.C3.2019-07-04T07:04-06:00[US/Mountain],1,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,22,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
9b31ecdd-13b9-4472-9395-d119d9a91428,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],1,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,51,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
1165ec60-4e43-4910-812a-66bb8cba0d15,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],1,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,58,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
f364434d-79bb-473d-89a8-e34f770b310d,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],5,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,7,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
ec655649-0e75-4144-8e1e-491c31b18fd0,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,71,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
c4f3a31d-b739-4be3-8c6a-62180b2f3890,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],6,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
c6c45c6f-3b5a-4b4d-bb07-c673a132381c,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],2,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,99,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
f9b8b288-d8c5-4c33-9954-1bfdbc40fad7,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],2,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,91,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
155cf29d-529d-4fdc-a6ca-6b9875a1152f,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],1,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,39,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
129fc7d5-ca64-4375-856d-1555dc98122c,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],88,Y,HAWO,Picoides villosus,species,Hairy Woodpecker,Picidae,N,,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
e6802470-85fa-4ee1-9f71-9dc4661133cc,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,83,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
eab55ab3-b50b-4a90-a705-3c5b885a9322,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],4,Y,BTHU,Selasphorus platycercus,species,Broad-tailed Hummingbird,Trochilidae,N,36,other aural (e.g. wing beats),No,Male,1,,LDERD,20201223T141931Z,RELEASE-2021
d3eb4bff-50e0-4c7f-8c53-37d0766bf487,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,B3,2019-07-04T13:38Z,NIWO_011.B3.2019-07-04T07:38-06:00[US/Mountain],3,Y,RBNU,Sitta canadensis,species,Red-breasted Nuthatch,Sittidae,N,114,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
728ce1f7-7875-431e-bfee-0ce72b25684a,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A3,2019-07-04T13:58Z,NIWO_011.A3.2019-07-04T07:58-06:00[US/Mountain],1,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,45,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
9130bc29-3599-408f-9660-d9c8e671cdbd,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A3,2019-07-04T13:58Z,NIWO_011.A3.2019-07-04T07:58-06:00[US/Mountain],5,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,82,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
935b0418-13d2-4295-b87a-e9435b1765ed,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A3,2019-07-04T13:58Z,NIWO_011.A3.2019-07-04T07:58-06:00[US/Mountain],6,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
e1a68b41-bbe1-4b76-8e61-0db420c87ae2,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A3,2019-07-04T13:58Z,NIWO_011.A3.2019-07-04T07:58-06:00[US/Mountain],1,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,100,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
81f1e038-eeab-42a0-9a39-3df7ec938fdf,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A3,2019-07-04T13:58Z,NIWO_011.A3.2019-07-04T07:58-06:00[US/Mountain],1,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,48,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
06de9027-eb13-4c4c-88e9-2ed782cedfe8,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A3,2019-07-04T13:58Z,NIWO_011.A3.2019-07-04T07:58-06:00[US/Mountain],4,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
8104b412-5fff-4db3-beb3-4b4ea93089b4,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A3,2019-07-04T13:58Z,NIWO_011.A3.2019-07-04T07:58-06:00[US/Mountain],3,Y,MOBL,Sialia currucoides,species,Mountain Bluebird,Turdidae,N,50,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
51a0b80b-7411-410a-b730-ffca7e4355e8,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A3,2019-07-04T13:58Z,NIWO_011.A3.2019-07-04T07:58-06:00[US/Mountain],3,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,63,calling,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
9ba5b017-ba92-4b98-adf8-756205703779,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A3,2019-07-04T13:58Z,NIWO_011.A3.2019-07-04T07:58-06:00[US/Mountain],2,Y,DEJU,Junco hyemalis,species,Dark-eyed Junco,Emberizidae,N,38,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
6f061463-557f-4f5d-bb8e-06d51fd84d91,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A2,2019-07-04T14:16Z,NIWO_011.A2.2019-07-04T08:16-06:00[US/Mountain],1,Y,RBNU,Sitta canadensis,species,Red-breasted Nuthatch,Sittidae,N,103,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
bcced55d-b050-4579-9e4b-73f576d8a514,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A2,2019-07-04T14:16Z,NIWO_011.A2.2019-07-04T08:16-06:00[US/Mountain],1,Y,RCKI,Regulus calendula,species,Ruby-crowned Kinglet,Regulidae,N,79,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
389a9d14-b438-4ce3-8ca5-074ff5ce283e,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A2,2019-07-04T14:16Z,NIWO_011.A2.2019-07-04T08:16-06:00[US/Mountain],3,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
b9088f78-a503-4739-b78a-ee750dcbf690,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A2,2019-07-04T14:16Z,NIWO_011.A2.2019-07-04T08:16-06:00[US/Mountain],2,N,"","","","","","",,"","","",,,LDERD,20201223T141931Z,RELEASE-2021
66fecd98-c540-4b57-81a7-fb5971a4d121,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A2,2019-07-04T14:16Z,NIWO_011.A2.2019-07-04T08:16-06:00[US/Mountain],6,Y,BRCR,Certhia americana,species,Brown Creeper,Certhiidae,N,43,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
836b7003-13c8-4613-8386-4da574974d5a,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A2,2019-07-04T14:16Z,NIWO_011.A2.2019-07-04T08:16-06:00[US/Mountain],4,Y,MOCH,Poecile gambeli,species,Mountain Chickadee,Paridae,N,21,calling,Yes,Unknown,2,,LDERD,20201223T141931Z,RELEASE-2021
5616c165-6b26-4bb5-af88-89ae5fb8715e,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A2,2019-07-04T14:16Z,NIWO_011.A2.2019-07-04T08:16-06:00[US/Mountain],5,Y,HETH,Catharus guttatus,species,Hermit Thrush,Turdidae,N,98,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
f0afe23c-196d-451d-851a-a65b6a0807c6,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A2,2019-07-04T14:16Z,NIWO_011.A2.2019-07-04T08:16-06:00[US/Mountain],4,Y,YRWA,Setophaga coronata,species,Yellow-rumped Warbler,Parulidae,N,46,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
1131f9fa-ec08-48bd-8686-393fc126e4cf,NIWO_011.birdGrid.brd,D13,NIWO,NIWO_011,distributed,A1,2019-07-04T14:41Z,NIWO_011.A1.2019-07-04T08:41-06:00[US/Mountain],1,Y,COFL,Empidonax occidentalis,species,Cordilleran Flycatcher,Tyrannidae,N,49,singing,No,Unknown,1,,LDERD,20201223T141931Z,RELEASE-2021
